instance_id,text
la_dama_boba_s069,"De un macho con guarniciones verdes y estribos de palo, se apea un hidalgo."
la_dama_boba_s070,"¡Malo, si la merienda me pones!"
la_dama_boba_s071,"de camino.-  Huésped, ¿habrá qué comer?"
la_dama_boba_s072,"Seáis, señor, bien llegado."
la_dama_boba_s073,Y vos en la misma hallado.
la_dama_boba_s074,¿A Madrid?...
la_dama_boba_s075,"Dejéle ayer, cansado de no salir con pretensiones cansadas."
la_dama_boba_s076,Esas van adjetivadas con esperar y sufrir.
la_dama_boba_s077,"Holgara, por ir con vos, lleváramos un camino."
la_dama_boba_s078,"Si vais a lo que imagino,  nunca lo permita Dios."
la_dama_boba_s079,No llevo qué pretender; a negocios hechos voy.
la_dama_boba_s080,¿Sois de ese lugar?
la_dama_boba_s081,Sí soy.
la_dama_boba_s082,Luego podréis conocer la persona que os nombrare.
la_dama_boba_s083,"Es Madrid una talega de piezas, donde se anega cuanto su máquina pare."
la_dama_boba_s084,"Los reyes, roques y arfiles conocidas casas tienen; los demás que van y vienen son como peones viles: todo es allí confusión."
la_dama_boba_s085,No es Otavio pieza vil.
la_dama_boba_s086,"Si es quien yo pienso, es arfil, y pieza de estimación."
la_dama_boba_s087,Quien yo digo es padre noble de dos hijas.
la_dama_boba_s088,Ya sé quién; pero dijérades bien que de una palma y de un roble.
la_dama_boba_s089,¿Cómo?
la_dama_boba_s090,"Que entrambas lo son; pues Nise bella es la palma; Finea un roble, sin alma y discurso de razón."
la_dama_boba_s091,"Nise es mujer tan discreta, sabia, gallarda, entendida, cuanto Finea encogida, boba, indigna y imperfeta."
la_dama_boba_s092,Y aun pienso que oí tratar que la casaban...  ¿No escuchas?
la_dama_boba_s093,"Verdad es que no habrá muchas que la puedan igualar en el riquísimo dote; mas, ¡ay de aquel desdichado que espera una bestia al lado!"
la_dama_boba_s094,"Pues más de algún marquesote, a codicia del dinero, pretende la bobería desta dama, y a porfía hacen su calle terrero."
la_dama_boba_s095,Yo llevo lindo concierto.
la_dama_boba_s096,¡A gentiles vistas voy!
la_dama_boba_s097,Disimula.
la_dama_boba_s098,"Tal estoy, que apenas hablar acierto.- En fin, señor, ¿Nise es bella y discreta?..."
la_dama_boba_s099,"Es celebrada por única, y deseada, por las partes que hay en ella, de gente muy principal."
la_dama_boba_s100,¿Tan necia es esa Finea?
la_dama_boba_s101,Mucho sentís que lo sea.
la_dama_boba_s102,"Contemplo, de sangre igual, dos cosas tan desiguales... Mas, ¿cómo en dote lo son?"
la_dama_boba_s103,"Que, hermanas, fuera razón que los tuvieran iguales."
la_dama_boba_s104,"Oigo decir que un hermano de su padre la dejó esta hacienda, porque vio que sin ella fuera en vano casarla con hombre igual de su noble nacimiento, supliendo el entendimiento con el oro."
la_dama_boba_s105,Él hizo mal.
la_dama_boba_s106,"Antes bien, porque con esto tan discreta vendrá a ser como Nise."
la_dama_boba_s107,¿Has de comer?
la_dama_boba_s108,"Ponme lo que dices, presto, aunque ya puedo escusallo."
la_dama_boba_s109,"¿Mandáis, señor, otra cosa?"
la_dama_boba_s110,Serviros.
la_dama_boba_s111,(¡Qué linda esposa!)
la_dama_boba_s112,(Vase LEANDRO.)
la_dama_boba_s113,¿Qué haremos?
la_dama_boba_s114,"Ponte a caballo, que ya no quiero comer."
la_dama_boba_s115,"No te aflijas, pues no es hecho."
la_dama_boba_s116,"Que me ha de matar, sospecho, si es necia, y propia mujer."
la_dama_boba_s117,"Como tú no digas «sí», ¿quién te puede cautivar?"
la_dama_boba_s118,"Verla no me ha de matar, aunque es basilisco en mí."
la_dama_boba_s119,"No, señor."
la_dama_boba_s120,"También advierte que, siendo tan entendida Nise, me dará la vida, si ella me diere la muerte."
la_dama_boba_s121,(Éntrense.)
la_dama_boba_s122,"Salgan OTAVIO, viejo, y MISENO."
la_dama_boba_s123,Esa fue la intención que tuvo Fabio.
la_dama_boba_s124,Parece que os quejáis.
la_dama_boba_s125,¡Bien mal emplea mi hermano tanta hacienda!
la_dama_boba_s126,No fue sabio.
la_dama_boba_s127,"Bien es que Fabio, y que no sabio, sea."
la_dama_boba_s128,"Si en dejaros hacienda os hizo agravio, vos propio lo juzgad."
la_dama_boba_s129,"Dejó a Finea, a título de simple, tan gran renta, que a todos, hasta agora, nos sustenta."
la_dama_boba_s130,Dejóla a la que más le parecía  de sus sobrinas.
la_dama_boba_s131,"Vos andáis discreto; pues, a quien heredó su bobería, dejó su hacienda para el mismo efeto."
la_dama_boba_s132,"De Nise la divina gallardía, las altas esperanzas y el conceto os deben de tener apasionado."
la_dama_boba_s133,¿Quién duda que le sois más inclinado?
la_dama_boba_s134,"Mis hijas son entrambas; mas yo os juro que me enfadan y cansan, cada una por su camino, cuando más procuro mostrar amor y inclinación a alguna."
la_dama_boba_s135,"Si ser Finea simple es caso duro, ya lo suplen los bienes de Fortuna y algunos que le dio Naturaleza, siempre más liberal de la belleza; pero ver tan discreta y arrogante a Nise, más me pudre y martiriza, y que de bien hablada y elegante  el vulgazo la aprueba y soleniza."
la_dama_boba_s136,"Si me casara agora (y no te espante esta opinión, que alguno lo autoriza), de dos extremos: boba o bachillera, de la boba elección, sin duda, hiciera."
la_dama_boba_s137,"¡No digáis tal, por Dios!"
la_dama_boba_s138,; que están sujetas a no acertar en nada.
la_dama_boba_s139,Eso es engaño; que yo no trato aquí de las discretas: solo a las bachilleras desengaño.
la_dama_boba_s140,De una casada son partes perfetas virtud y honestidad.
la_dama_boba_s141,"Parir cadaño, no dijérades mal, si es argumento de que vos no queréis entendimiento."
la_dama_boba_s142,"Está la discreción de una casada en amar y servir a su marido; en vivir recogida y recatada,  honesta en el hablar y en el vestido; en ser de la familia respetada, en retirar la vista y el oído, en enseñar los hijos, cuidadosa, preciada más de limpia que de hermosa."
la_dama_boba_s143,"¿Para qué quiero yo que, bachillera, la que es propia mujer concetos diga?"
la_dama_boba_s144,"Esto de Nise por casar me altera; lo más, como lo menos, me fatiga."
la_dama_boba_s145,"Resuélvome en dos cosas que quisiera, pues la virtud es bien que el medio siga: que Finea supiera más que sabe, y Nise menos."
la_dama_boba_s146,Habláis cuerdo y grave.
la_dama_boba_s147,"Si todos los extremos tienen vicio, yo estoy, con justa causa, discontento."
la_dama_boba_s148,"Y, ¿qué hay de vuestro yerno?"
la_dama_boba_s149,"Aquí el oficio  de padre y dueño alarga el pensamiento: caso a Finea, que es notable indicio de las leyes del mundo, al oro atento."
la_dama_boba_s150,"Nise, tan sabia, docta y entendida, apenas halla un hombre que la pida; y por Finea, simple, por instantes me solicitan tantos pretendientes -del oro más que del ingenio amantes-, que me cansan amigos y parientes."
la_dama_boba_s151,"Razones hay, al parecer, bastantes."
la_dama_boba_s152,"Una hallo yo, sin muchas aparentes, y es el buscar un hombre en todo estado, lo que le falta más, con más cuidado."
la_dama_boba_s153,Eso no entiendo bien.
la_dama_boba_s154,Estadme atento.
la_dama_boba_s155,"Ningún hombre nacido a pensar viene que le falta, Miseno, entendimiento, y con esto no busca lo que tiene."
la_dama_boba_s156,"Ve que el oro le falta y el sustento, y piensa que buscalle le conviene, pues como ser la falta el oro entienda, deja el entendimiento y busca hacienda."
la_dama_boba_s157,"¡Piedad del cielo, que ningún nacido se queje de faltarle entendimiento!"
la_dama_boba_s158,"Pues a muchos, que nunca lo han creído, les falta, y son sus obras argumento."
la_dama_boba_s159,Nise es aquesta.
la_dama_boba_s160,Quítame el sentido su desvanecimiento.
la_dama_boba_s161,Un casamiento os traigo yo.
la_dama_boba_s162,"Casémosla; que temo alguna necedad, de tanto estremo."
la_dama_boba_s163,"y CELIA, criada."
la_dama_boba_s164,¿Dióte el libro?
la_dama_boba_s165,"Y tal, que obliga a no abrille ni tocalle."
la_dama_boba_s166,"Pues, ¿por qué?"
la_dama_boba_s167,"Por no ensucialle, si quieres que te lo diga."
la_dama_boba_s168,En cándido pergamino vienen muchas flores de oro.
la_dama_boba_s169,"Bien lo merece Eliodoro, griego poeta divino."
la_dama_boba_s170,¿Poeta?
la_dama_boba_s171,Pues parecióme prosa.
la_dama_boba_s172,También hay poesía en prosa.
la_dama_boba_s173,No lo sabía.
la_dama_boba_s174,"Miré el principio, y cansóme."
la_dama_boba_s175,"Es que no se da a entender, con el artificio griego, hasta el quinto libro, y luego todo se viene a saber cuanto precede a los cuatro."
la_dama_boba_s176,"En fin, ¿es poeta en prosa?"
la_dama_boba_s177,Y de una historia amorosa digna de aplauso y teatro.
la_dama_boba_s178,Hay dos prosas diferentes: poética y historial.
la_dama_boba_s179,"La historial, lisa y leal, cuenta verdades patentes, con frase y términos claros; la poética es hermosa,  varia, culta, licenciosa, y escura aun a ingenios raros."
la_dama_boba_s180,Tiene mil exornaciones y retóricas figuras.
la_dama_boba_s181,"Pues, ¿de cosas tan escuras juzgan tantos?"
la_dama_boba_s182,"No le pones, Celia, pequeña objeción; pero así corre el engaño del mundo."
la_dama_boba_s183,"dama, con unas cartillas, y RUFINO, maestro.-  ¡Ni en todo el año saldré con esa lición!"
la_dama_boba_s184,"Tu hermana, con su maestro."
la_dama_boba_s185,¿Conoce las letras ya?
la_dama_boba_s186,En los principios está.
la_dama_boba_s187,¡Paciencia y no letras muestro!
la_dama_boba_s188,¿Qué es esta?
la_dama_boba_s189,Letra será.
la_dama_boba_s190,¿Letra?
la_dama_boba_s191,"Pues, ¿es otra cosa?"
la_dama_boba_s192,"No, sino el alba."
la_dama_boba_s193,(¡Qué hermosa bestia!)
la_dama_boba_s194,"Bien, bien."
la_dama_boba_s195,"Sí, ya, ya; el alba debe de ser, cuando andaba entre las coles."
la_dama_boba_s196,Ésta es ca.
la_dama_boba_s197,Los españoles no la solemos poner en nuestra lengua jamás.
la_dama_boba_s198,Úsanla mucho alemanes y flamencos.
la_dama_boba_s199,¡Qué galanes van todos estos detrás!
la_dama_boba_s200,Estas son letras también.
la_dama_boba_s201,¿Tantas hay?
la_dama_boba_s202,Veintitrés son.
la_dama_boba_s203,Ahra vaya de lición; que yo lo diré muy bien.
la_dama_boba_s204,¿Qué es esta?
la_dama_boba_s205,¿Aquesta?...
la_dama_boba_s206,No sé.
la_dama_boba_s207,¿Y esta?
la_dama_boba_s208,No sé qué responda.
la_dama_boba_s209,¿Y esta?
la_dama_boba_s210,¿Cuál?
la_dama_boba_s211,¿Esta redonda?
la_dama_boba_s212,¡Letra!
la_dama_boba_s213,¡Bien!
la_dama_boba_s214,"Luego, ¿acerté?"
la_dama_boba_s215,¡Linda bestia!
la_dama_boba_s216,"¡Así, así!"
la_dama_boba_s217,"Bestia, ¡por Dios!, se llamaba; pero no se me acordaba."
la_dama_boba_s218,"Esta es erre, y esta es i."
la_dama_boba_s219,"Pues, ¿si tú lo traes errado...?"
la_dama_boba_s220,(¡Con qué pesadumbre están!)
la_dama_boba_s221,"Di aquí: b, a, n: ban."
la_dama_boba_s222,¿Dónde van?
la_dama_boba_s223,¡Gentil cuidado!
la_dama_boba_s224,"¿Que se van, no me decías?"
la_dama_boba_s225,Letras son; ¡míralas bien!
la_dama_boba_s226,Ya miro.
la_dama_boba_s227,"B, e, n: ben."
la_dama_boba_s228,¿Adónde?
la_dama_boba_s229,¡Adonde en mis días no te vuelva más a ver!
la_dama_boba_s230,"¿Ven, no dices?"
la_dama_boba_s231,Pues ya voy.
la_dama_boba_s232,¡Perdiendo el jüicio estoy!
la_dama_boba_s233,¡Es imposible aprender!
la_dama_boba_s234,"¡Vive Dios, que te he de dar una palmeta!"
la_dama_boba_s235,¿Tú a mí?
la_dama_boba_s236,¡Muestra la mano!
la_dama_boba_s237,(Saca una palmatoria.)
la_dama_boba_s238,Hela aquí.
la_dama_boba_s239,¡Aprende a deletrear!
la_dama_boba_s240,"¡Ay, perro!"
la_dama_boba_s241,¿Aquesto es palmeta?
la_dama_boba_s242,"Pues, ¿qué pensabas?"
la_dama_boba_s243,¡Aguarda!...
la_dama_boba_s244,¡Ella le mata!
la_dama_boba_s245,"Ya tarda tu favor, Nise discreta."
la_dama_boba_s246,"¡Ay, que me mata!"
la_dama_boba_s247,¿Qué es esto?
la_dama_boba_s248,¿A tu maestro?
la_dama_boba_s249,Hame dado causa.
la_dama_boba_s250,¿Cómo?
la_dama_boba_s251,Hame engañado.
la_dama_boba_s252,¿Yo engañado?
la_dama_boba_s253,¡Dila presto!
la_dama_boba_s254,Estaba aprendiendo aquí la letra bestia y la ca...
la_dama_boba_s255,La primera sabes ya.
la_dama_boba_s256,Es verdad: ya la aprendí.
la_dama_boba_s257,Sacó un zoquete de palo y al cabo una media bola; pidióme la mano sola (¡mira qué lindo regalo!
la_dama_boba_s258,"), y apenas me la tomó, cuando, ¡zas!, la bola asienta, que pica como pimienta,  y la mano me quebró."
la_dama_boba_s259,"Cuando el discípulo ignora, tiene el maestro licencia de castigar."
la_dama_boba_s260,¡Linda ciencia!
la_dama_boba_s261,"Aunque me diese, señora, vuestro padre cuanto tiene, no he de darle otra lición."
la_dama_boba_s262,¡Fuese!
la_dama_boba_s263,No tienes razón: sufrir y aprender conviene.
la_dama_boba_s264,"Pues, ¿las letras que allí están, yo no las aprendo bien?"
la_dama_boba_s265,"Vengo cuando dice ven, y voy cuando dice van."
la_dama_boba_s266,"¿Qué quiere, Nise, el maestro, quebrándome la cabeza con ban, bin, bon?"
la_dama_boba_s267,¡Ella es pieza de rey!
la_dama_boba_s268,Quiere el padre nuestro que aprendamos.
la_dama_boba_s269,Ya yo sé el Padrenuestro.
la_dama_boba_s270,"No digo sino el nuestro; y el castigo, por darte memoria fue."
la_dama_boba_s271,Póngame un hilo en el dedo y no aquel palo en la palma.
la_dama_boba_s272,¿Mas que se te sale el alma?
la_dama_boba_s273,Si lo sabe... ¡Muerta quedo!
la_dama_boba_s274,"¡Oh, Celia!"
la_dama_boba_s275,"No se lo digas, y verás qué te daré."
la_dama_boba_s276,"criada.-  ¡Topé contigo, a la fe!"
la_dama_boba_s277,"Ya, Celia, las dos amigas se han juntado."
la_dama_boba_s278,"A nadie quiere más, en todas las criadas."
la_dama_boba_s279,"¡Dame albricias, tan bien dadas como el suceso requiere!"
la_dama_boba_s280,"Pues, ¿de qué son?"
la_dama_boba_s281,Ya parió nuestra gata la romana.
la_dama_boba_s282,"¿Cierto, cierto?"
la_dama_boba_s283,Esta mañana.
la_dama_boba_s284,¿Parió en el tejado?
la_dama_boba_s285,No.
la_dama_boba_s286,"Pues, ¿dónde?"
la_dama_boba_s287,En el aposento; que cierto se echó de ver su entendimiento.
la_dama_boba_s288,Es mujer notable.
la_dama_boba_s289,Escucha un momento.
la_dama_boba_s290,"Salía, por donde suele, el Sol, muy galán y rico, con la librea del rey, colorado y amarillo;  andaban los carretones quitándole el romadizo que da la noche a Madrid, aunque no sé quién me dijo que era la calle Mayor el soldado más antiguo, pues nunca el mayor de Flandes presentó tantos servicios; pregonaban aguardiente, agua biznieta del vino, los hombres Carnestolendas, todos naranjas y gritos."
la_dama_boba_s291,"Dormían las rentas grandes, despertaban los oficios, tocaban los boticarios sus almireces a pino, cuando la gata de casa comenzó, con mil suspiros, a decir: «¡Ay, ay, ay, ay!"
la_dama_boba_s292,"¡Que quiero parir, marido!» Levantóse Hociquimocho, y fue corriendo a decirlo  a sus parientes y deudos; que deben de ser moriscos, porque el lenguaje que hablaban, en tiple de monacillos, si no es jerigonza entre ellos, no es español, ni latino."
la_dama_boba_s293,"Vino una gata vïuda, con blanco y negro vestido -sospecho que era su agüela-, gorda y compuesta de hocico; y, si lo que arrastra, honra, como dicen los antiguos, tan honrada es por la cola como otros por sus oficios."
la_dama_boba_s294,"Trújole cierta manteca, desayunóse y previno en qué recebir el parto."
la_dama_boba_s295,"Hubo temerarios gritos: no es burla; parió seis gatos tan remendados y lindos, que pudieran, a ser pías, llevar el coche más rico."
la_dama_boba_s296,"Regocijados bajaron de los tejados vecinos, caballetes y terrados, todos los deudos y amigos: Lamicola, Arañizaldo, Marfuz, Marramao, Micilo, Tumbaollín, Mico, Miturrio, Rabicorto, Zapaquildo; unos vestidos de pardo, otros de blanco vestidos, y otros con forros de martas, en cueras y capotillos."
la_dama_boba_s297,"De negro vino a la fiesta el gallardo Golosino, luto que mostraba entonces de su padre el gaticidio."
la_dama_boba_s298,"Cuál la morcilla presenta, cuál el pez, cuál el cabrito, cuál el gorrïón astuto, cuál el simple palomino."
la_dama_boba_s299,"Trazando quedan agora, para mejor regocijo  en el gatesco senado correr gansos cinco a cinco."
la_dama_boba_s300,"Ven presto, que si los oyes, dirás que parecen niños, y darás a la parida el parabién de los hijos."
la_dama_boba_s301,"¡No me pudieras contar caso, para el gusto mío, de mayor contentamiento!"
la_dama_boba_s302,Camina.
la_dama_boba_s303,Tras ti camino.
la_dama_boba_s304,¿Hay locura semejante?
la_dama_boba_s305,¿Y Clara es boba también?
la_dama_boba_s306,Por eso la quiere bien.
la_dama_boba_s307,La semejanza es bastante; aunque yo pienso que Clara es más bellaca que boba.
la_dama_boba_s308,Con esto la engaña y roba.
la_dama_boba_s309,"FENISO, LAURENCIO, caballeros.-  Aquí, como estrella clara, a su hermosura nos guía."
la_dama_boba_s310,Y aun es del sol su luz pura.
la_dama_boba_s311,"¡Oh, reina de la hermosura!"
la_dama_boba_s312,"¡Oh, Nise!"
la_dama_boba_s313,"¡Oh, señora mía!"
la_dama_boba_s314,Caballeros...
la_dama_boba_s315,"Esta vez, por vuestro ingenio gallardo, de un soneto de Düardo os hemos de hacer jüez."
la_dama_boba_s316,"¿A mí, que soy de Finea hermana y sangre?"
la_dama_boba_s317,"A vos sola, que sois sibila española, no Cumana ni Eritrea; a vos, por quien ya las Gracias son cuatro, y las Musas diez, es justo haceros jüez."
la_dama_boba_s318,"Si ignorancias, si desgracias trujérades a juzgar, era justa la elección."
la_dama_boba_s319,"Vuestra rara discreción, imposible de alabar, fue justamente elegida."
la_dama_boba_s320,"Oíd, señora, a Eduardo."
la_dama_boba_s321,¡Vaya el soneto!
la_dama_boba_s322,"Ya aguardo, aunque, de indigna, corrida."
la_dama_boba_s323,"La calidad elementar resiste mi amor, que a la virtud celeste aspira, y en las mentes angélicas se mira, donde la idea del calor consiste."
la_dama_boba_s324,"No ya como elemento el fuego viste el alma, cuyo vuelo al sol admira; que de inferiores mundos se retira, adonde el serafín ardiendo asiste."
la_dama_boba_s325,No puede elementar fuego abrasarme.
la_dama_boba_s326,"La virtud celestial que vivifica, envidia el verme a la suprema alzarme; que donde el fuego angélico me aplica, ¿cómo podrá mortal poder tocarme, que eterno y fin contradición implica?"
la_dama_boba_s327,Ni una palabra entendí.
la_dama_boba_s328,"Pues en parte se leyera que más de alguno dijera por arrogancia: «Yo sí.» La intención, o el argumento, es pintar a quien ya llega  libre del amor, que ciega con luz del entendimiento, a la alta contemplación de aquel puro amor sin fin, donde es fuego el serafín."
la_dama_boba_s329,Argumento y intención queda entendido.
la_dama_boba_s330,¡Profundos conceptos!
la_dama_boba_s331,¡Mucho le esconden!
la_dama_boba_s332,"Tres fuegos, que corresponden, hermosa Nise, a tres mundos, dan fundamento a los otros."
la_dama_boba_s333,¡Bien los podéis declarar!
la_dama_boba_s334,"Calidad elementar es el calor en nosotros;  la celestial, es virtud que calienta y que recrea, y la angélica es la idea del calor."
la_dama_boba_s335,Con inquietud escucho lo que no entiendo.
la_dama_boba_s336,El elemento en nosotros es fuego.
la_dama_boba_s337,¿Entendéis vosotros?
la_dama_boba_s338,"El puro sol que estáis viendo en el cielo, fuego es, y fuego el entendimiento seráfico; pero siento que así difieren los tres: que el que elementar se llama, abrasa cuando se aplica; el celeste vivifica, y el sobreceleste ama."
la_dama_boba_s339,"No discurras, por tu vida; vete a escuelas."
la_dama_boba_s340,"Donde estás, lo son."
la_dama_boba_s341,"Yo no escucho más, de no entenderte corrida."
la_dama_boba_s342,¡Escribe fácil!
la_dama_boba_s343,"Platón, a lo que en cosas divinas escribió, puso cortinas que, tales como estas, son matemáticas figuras y enigmas."
la_dama_boba_s344,"¡Oye, Laurencio!"
la_dama_boba_s345,Ella os ha puesto silencio.
la_dama_boba_s346,Temió las cosas escuras.
la_dama_boba_s347,¡Es mujer!
la_dama_boba_s348,"La claridad a todos es agradable, que se escriba o que se hable."
la_dama_boba_s349,¿Cómo va de voluntad?
la_dama_boba_s350,Como quien la tiene en ti.
la_dama_boba_s351,Yo te la pago muy bien.
la_dama_boba_s352,No traigas contigo quien me eclipse el hablarte ansí.
la_dama_boba_s353,"Yo, señora, no me atrevo, por mi humildad, a tus ojos; que, dando en viles despojos, se afrenta el rayo de Febo;  pero, si quieres pasar al alma, hallarásla rica de la fe que amor publica."
la_dama_boba_s354,"Un papel te quiero dar; pero, ¿cómo podrá ser que destos visto no sea?"
la_dama_boba_s355,"Si en lo que el alma desea me quieres favorecer, mano y papel podré aquí asir juntos, atrevido, como finjas que has caído."
la_dama_boba_s356,¡Jesús!
la_dama_boba_s357,¿Qué es eso?
la_dama_boba_s358,¡Caí!
la_dama_boba_s359,Con las obras respondiste.
la_dama_boba_s360,"Esas responden mejor, que no hay sin obras amor."
la_dama_boba_s361,Amor en obras consiste.
la_dama_boba_s362,"Laurencio mío, adiós queda."
la_dama_boba_s363,"Düardo y Feniso, adiós."
la_dama_boba_s364,Que tanta ventura a vos como hermosura os conceda.
la_dama_boba_s365,¿Qué os ha dicho del soneto Nise?
la_dama_boba_s366,Que es muy extremado.
la_dama_boba_s367,"Habréis los dos murmurado, que hacéis versos, en efeto."
la_dama_boba_s368,Ya no es menester hacellos para saber murmurallos; que se atreve a censurallos quien no se atreve a entendellos.
la_dama_boba_s369,Los dos tenemos que hacer.
la_dama_boba_s370,Licencia nos podéis dar.
la_dama_boba_s371,Las leyes de no estorbar queremos obedecer.
la_dama_boba_s372,¡Malicia es esa!
la_dama_boba_s373,¡No es tal!
la_dama_boba_s374,"La divina Nise es vuestra, o, por lo menos, lo muestra."
la_dama_boba_s375,"Pudiera, a tener igual."
la_dama_boba_s376,"Despídanse, y quede solo LAURENCIO."
la_dama_boba_s377,"Hermoso sois, sin duda, pensamiento, y, aunque honesto también, con ser hermoso, si es calidad del bien ser provechoso, una parte de tres que os falta siento."
la_dama_boba_s378,"Nise, con un divino entendimiento, os enriquece de un amor dichoso; mas sois de dueño pobre, y es forzoso que en la necesidad falte el contento."
la_dama_boba_s379,"Si el oro es blanco y centro del descanso, y el descanso del gusto, yo os prometo que tarda el navegar con viento manso."
la_dama_boba_s380,"Pensamiento, mudemos de sujeto; si voy necio tras vos, y en ir me canso, cuando vengáis tras mí, seréis discreto."
la_dama_boba_s381,"Entre PEDRO, lacayo de  ¡Qué necio andaba en buscarte fuera de aqueste lugar!"
la_dama_boba_s382,Bien me pudieras hallar con el alma en otra parte.
la_dama_boba_s383,"Luego, ¿estás sin ella aquí?"
la_dama_boba_s384,"Ha podido un pensamiento reducir su movimiento desde mí, fuera de mí."
la_dama_boba_s385,"¿No has visto que la saeta del reloj en un lugar firme siempre suele estar aunque nunca está quïeta, y tal vez está en la una, y luego en las dos está?"
la_dama_boba_s386,"Pues, así mi alma ya,  sin hacer mudanza alguna de la casa en que me ves, desde Nise que ha querido, a las doce se ha subido, que es número de interés."
la_dama_boba_s387,"Pues, ¿cómo es esa mudanza?"
la_dama_boba_s388,"Como la saeta soy, que desde la una voy por lo que el círculo alcanza."
la_dama_boba_s389,¿Señalaba a Nise?
la_dama_boba_s390,Sí.
la_dama_boba_s391,Pues ya señalo en Finea.
la_dama_boba_s392,¿Eso quieres que te crea?
la_dama_boba_s393,"¿Por qué no, si hay causa?"
la_dama_boba_s394,Di.
